bias,errors,max-memory,noise_perc,paired_end,quant_method,read_depth,read_length,real-time,stranded,sys-time,user-time
True,True,4.197288513183594,0,False,Express,30,100,3.611000652705049,True,3.366161367804191,4.155593197276069
True,True,4.196342468261719,10,False,Express,30,100,4.128277429441426,True,3.847744738910448,4.6525101262104585
True,True,3.214637756347656,0,False,Sailfish,30,50,2.172573743771971,True,2.1615776110488705,2.814627104490266
True,True,3.2818260192871094,10,False,Sailfish,30,50,2.681042140108105,True,2.5019488596712804,3.4959215797239853
True,True,3.19717788696289,0,False,Sailfish,30,75,2.172661300201535,True,2.1254812657005937,2.7989336386571484
True,True,3.260944366455078,10,False,Sailfish,30,75,2.7330607740450694,True,2.5487578285737045,3.542793071437241
True,True,3.2068328857421875,0,False,Sailfish,30,100,2.0006075870628903,True,1.9238654751855016,2.6607611589410145
True,True,3.251026153564453,10,False,Sailfish,30,100,2.764616930550164,True,2.5721626826463373,3.5759356656720422
True,True,29.171356201171875,0,True,Cufflinks,10,50,3.643104114027971,False,3.3555760242956016,4.416129369863427
True,True,29.162799835205078,10,True,Cufflinks,10,50,3.720627262012156,False,2.755249631323983,4.5357405933629344
True,True,29.167926788330078,0,True,Cufflinks,10,75,3.812744951366124,False,2.6917796935995812,4.432278036532972
True,True,29.17001724243164,10,True,Cufflinks,10,75,3.9684404509931572,False,2.7248572709794936,4.547502478614951
True,True,29.16786956787109,0,True,Cufflinks,10,100,3.681177898145045,False,2.589592194057801,4.375930326004076
True,True,29.1678466796875,10,True,Cufflinks,10,100,3.5986843815439027,False,2.668693355440256,4.4395166378053945
True,True,2.1579246520996094,0,True,Salmon,10,50,1.9045532629767727,False,1.0153597554092142,2.7810656988927827
True,True,2.252876281738281,10,True,Salmon,10,50,2.4245713154446564,False,1.9463048549934752,3.3086241649567816
True,True,2.1010971069335938,0,True,Salmon,10,75,2.178084432879212,False,1.8718063644587293,2.895842271657986
True,True,2.1568679809570312,10,True,Salmon,10,75,2.439821986424004,False,2.000564216165376,3.3310363568174863
True,True,2.127696990966797,0,True,Salmon,10,100,1.935305690289925,False,1.4269989587565373,2.774334450709304
True,True,2.132671356201172,10,True,Salmon,10,100,2.53138949426685,False,2.285647308900729,3.375374597695799
True,True,1.114215850830078,0,True,RSEM,10,50,3.2260350841221843,False,2.6183514736162428,4.017842710883694
True,True,1.4175033569335938,10,True,RSEM,10,50,3.538976927748049,False,3.030239346869968,4.332936300135446
True,True,0.944305419921875,0,True,RSEM,10,75,3.0459641655493157,False,2.4627423018338424,3.834241989390911
True,True,1.0453605651855469,10,True,RSEM,10,75,3.366013687059698,False,2.7837178215169383,4.150090522916701
True,True,0.8517913818359375,0,True,RSEM,10,100,3.0573198994242765,False,2.471262365845785,3.835191956228088
True,True,0.9194717407226562,10,True,RSEM,10,100,3.2074700960065115,False,2.6725227042398814,3.9903157628515538
True,True,3.79620361328125,0,True,Kallisto,10,50,1.93946933084353,False,0.8273692730538252,2.028693228393916
True,True,3.822059631347656,10,True,Kallisto,10,50,2.2489536154957075,False,0.9777236052888476,2.4745950135226433
True,True,3.792510986328125,0,True,Kallisto,10,75,1.8739015978644613,False,0.7403626894942439,1.952792443044092
True,True,3.8007659912109375,10,True,Kallisto,10,75,2.0640459628644834,False,0.91539983521227,2.4084774051875906
True,True,3.7906455993652335,0,True,Kallisto,10,100,1.8901973862100288,False,1.1024337056813365,1.9264453478183892
True,True,3.796199798583984,10,True,Kallisto,10,100,2.0349892162876846,False,1.1082266563749286,2.416640507338281
True,True,4.193397521972656,0,True,Express,10,50,3.206394064430873,False,2.5139097878273824,3.8629651635640263
True,True,4.1942291259765625,10,True,Express,10,50,3.582197495988725,False,3.0213423092157377,4.262374428802146
True,True,4.1948814392089835,0,True,Express,10,75,3.150212848049652,False,2.3883676671573006,3.7422788274390055
True,True,4.1929588317871085,10,True,Express,10,75,3.299193394991588,False,2.553118092150305,4.046355059330931
True,True,4.1929359436035165,0,True,Express,10,100,3.097066330886012,False,2.4075608494863627,3.657562552914381
True,True,4.195232391357422,10,True,Express,10,100,3.221528991192136,False,2.514308625656776,3.9352134382802384
True,True,3.213958740234375,0,True,Sailfish,10,50,1.8295610562993927,False,1.7275412570285564,2.4319103094576326
True,True,3.265605926513672,10,True,Sailfish,10,50,2.3911469064159907,False,2.3072178292031427,3.1103371400787525
True,True,3.201606750488281,0,True,Sailfish,10,75,1.6902847025126295,False,1.2839792842384798,2.367579534425915
True,True,3.2200851440429688,10,True,Sailfish,10,75,2.354876422516234,False,2.249711866874659,3.1114238314898937
True,True,3.1928253173828125,0,True,Sailfish,10,100,1.743666521446213,False,1.6268534146667255,2.2980667065465084
True,True,3.21600341796875,10,True,Sailfish,10,100,2.3829171350875304,False,2.185655458920216,3.1372179773346067
True,True,29.168399810791016,0,True,Cufflinks,10,50,3.880425411017129,True,2.7408677565456765,4.476019791203788
True,True,29.16741180419922,10,True,Cufflinks,10,50,3.9012762828019785,True,2.704690902881887,4.551306632734687
True,True,29.166927337646484,0,True,Cufflinks,10,75,3.6665123646416498,True,2.6964437631389986,4.4055811197234735
