"","bias","errors","noise_perc","paired_end","read_depth","read_length","stranded","Cufflinks","Express","RSEM","Kallisto","Sailfish","Salmon"
"51","True","True",10,"False",50,50,"False",-0.08139,-6.1375,-0.10246,-3.96253,-6.90912,-32.30213
"52","True","True",10,"False",50,50,"True",-1.60205,-7.16989,-2.50166,-4.7303,-7.78528,-36.02633
"53","True","True",10,"False",50,75,"False",0.93525,-2.51887,-4.70402,-3.42081,-6.87063,-28.51137
"54","True","True",10,"False",50,75,"True",0.29912,-5.76338,-1.77435,-5.05136,-6.7829,-30.44333
"55","True","True",10,"True",10,100,"False",-0.62704,-7.46281,-5.10337,-7.3993,-18.33184,-6.78659
"56","True","True",10,"True",10,100,"True",-0.94189,-4.40458,-6.23691,-7.22134,-17.6013,-6.10378
"57","True","True",10,"True",10,50,"False",-0.10742,-6.26541,-10.44963,-6.19429,-19.67314,-4.84348
"58","True","True",10,"True",10,50,"True",-1.47037,-6.38962,-6.73985,-6.61474,-15.7319,-6.03347
"59","True","True",10,"True",10,75,"False",-0.65554,-6.56523,-4.65802,-5.82232,-15.43802,-5.04107
"60","True","True",10,"True",10,75,"True",-0.15546,-4.27927,-4.32047,-7.60847,-22.19204,-6.70724
"61","True","True",10,"True",30,100,"False",0.64562,-5.71361,-4.99511,-5.61688,-16.7872,-5.47351
"62","True","True",10,"True",30,100,"True",-1.58613,-7.27156,-4.71952,-8.77256,-21.96159,-8.25165
"63","True","True",10,"True",30,50,"False",-0.37,-5.74889,-15.07829,-8.0909,-24.50397,-6.98207
"64","True","True",10,"True",30,50,"True",-0.40608,-4.93346,-14.58962,-9.13439,-25.46558,-8.97236
"65","True","True",10,"True",30,75,"False",-1.48549,-5.18432,-5.02616,-6.27504,-16.89532,-5.57344
"66","True","True",10,"True",30,75,"True",0.13405,-5.26268,-3.06683,-6.63765,-14.85582,-5.75169
"67","True","True",10,"True",50,100,"False",-0.91111,-5.9571,-3.63448,-7.80897,-23.19033,-7.9864
"68","True","True",10,"True",50,100,"True",-0.35509,-4.59978,-3.24761,-9.58573,-29.01759,-9.36906
"69","True","True",10,"True",50,50,"False",-2.0393,-5.39895,-11.29379,-8.01196,-22.92671,-6.84265
"70","True","True",10,"True",50,50,"True",-0.56916,-3.32397,-6.59409,-8.4808,-19.62729,-7.80709
"71","True","True",10,"True",50,75,"False",0.13597,-5.68376,-3.35835,-7.56385,-19.60698,-7.69631
"72","True","True",10,"True",50,75,"True",2.82574,-4.16536,-4.63894,-5.69418,-19.51462,-5.48193
