"","bias","errors","noise_perc","paired_end","read_depth","read_length","stranded","Cufflinks","Express","RSEM","Kallisto","Sailfish","Salmon"
"56","True","True",10,"True",10,100,"True",0.93278,0.9438,0.94418,0.9663,0.96497,0.9663
"57","True","True",10,"True",10,50,"False",0.95672,0.96705,0.97064,0.98011,0.97898,0.98002
"58","True","True",10,"True",10,50,"True",0.95597,0.96443,0.96595,0.97737,0.97565,0.97718
"59","True","True",10,"True",10,75,"False",0.94366,0.95789,0.95864,0.97211,0.97164,0.97268
"60","True","True",10,"True",10,75,"True",0.94419,0.95349,0.95672,0.97371,0.97219,0.97361
"61","True","True",10,"True",30,100,"False",0.96969,0.97355,0.97327,0.98277,0.98051,0.9823
"62","True","True",10,"True",30,100,"True",0.96939,0.97449,0.97695,0.98592,0.98385,0.98536
"63","True","True",10,"True",30,50,"False",0.97706,0.98079,0.98308,0.98739,0.98528,0.98777
"64","True","True",10,"True",30,50,"True",0.97819,0.98084,0.98423,0.98754,0.98631,0.98763
"65","True","True",10,"True",30,75,"False",0.97631,0.98124,0.98133,0.98702,0.98598,0.98692
"66","True","True",10,"True",30,75,"True",0.9743,0.97781,0.98056,0.98786,0.98625,0.98729
"67","True","True",10,"True",50,100,"False",0.97713,0.98099,0.98334,0.98927,0.9872,0.98918
"68","True","True",10,"True",50,100,"True",0.97597,0.97778,0.97787,0.98775,0.98461,0.98746
"69","True","True",10,"True",50,50,"False",0.98339,0.98414,0.98905,0.99047,0.98905,0.99056
"70","True","True",10,"True",50,50,"True",0.98341,0.9858,0.9877,0.99018,0.98799,0.99047
"71","True","True",10,"True",50,75,"False",0.98141,0.98169,0.98541,0.98875,0.98598,0.98846
"72","True","True",10,"True",50,75,"True",0.97846,0.98032,0.98517,0.98993,0.98946,0.99039
