"","bias","errors","noise_perc","paired_end","read_depth","read_length","stranded","Cufflinks","Express","RSEM","Kallisto","Sailfish","Salmon"
"56","True","True",10,"True",10,100,"True",0.95452,0.95265,0.95787,0.86686,0.8682,0.86775
"57","True","True",10,"True",10,50,"False",0.95136,0.94623,0.95047,0.85037,0.85194,0.84999
"58","True","True",10,"True",10,50,"True",0.9507,0.95004,0.95394,0.86347,0.86438,0.86285
"59","True","True",10,"True",10,75,"False",0.954,0.9531,0.95883,0.87559,0.87596,0.87558
"60","True","True",10,"True",10,75,"True",0.95359,0.9565,0.96186,0.88239,0.88276,0.88143
"61","True","True",10,"True",30,100,"False",0.95759,0.95964,0.9635,0.8876,0.88764,0.88745
"62","True","True",10,"True",30,100,"True",0.95594,0.95707,0.9609,0.87545,0.87639,0.87599
"63","True","True",10,"True",30,50,"False",0.94805,0.95325,0.95532,0.86686,0.86762,0.86632
"64","True","True",10,"True",30,50,"True",0.95126,0.95111,0.95279,0.85415,0.85494,0.85355
"65","True","True",10,"True",30,75,"False",0.94809,0.9473,0.95138,0.86727,0.86722,0.86686
"66","True","True",10,"True",30,75,"True",0.95283,0.95135,0.95439,0.86027,0.86149,0.86096
"67","True","True",10,"True",50,100,"False",0.94842,0.95022,0.95516,0.86903,0.86934,0.86975
"68","True","True",10,"True",50,100,"True",0.95133,0.95865,0.96142,0.87671,0.87749,0.87781
"69","True","True",10,"True",50,50,"False",0.95174,0.95256,0.95435,0.86617,0.8669,0.86634
"70","True","True",10,"True",50,50,"True",0.95193,0.95468,0.95606,0.86225,0.86368,0.86215
"71","True","True",10,"True",50,75,"False",0.95269,0.94959,0.9536,0.87015,0.86997,0.87013
"72","True","True",10,"True",50,75,"True",0.95761,0.96064,0.96334,0.88902,0.88976,0.88936
