bias,error-frac,errors,expressed-tpms,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded
True,0.83476,True,10536,0.95650,-12.49875,10,True,Express,10,75,0.95349,0.68759,True
True,0.82064,True,10543,0.98728,-19.08830,0,True,Express,10,100,0.90230,0.98860,True
True,0.83424,True,10533,0.95265,-15.41125,10,True,Express,10,100,0.94380,0.69263,True
True,0.82977,True,10603,0.99055,-26.36792,0,True,Sailfish,10,50,0.94275,0.99242,True
True,0.94142,True,10515,0.86438,-32.57788,10,True,Sailfish,10,50,0.97565,0.50643,True
True,0.84728,True,10542,0.98906,-28.88096,0,True,Sailfish,10,75,0.92516,0.99097,True
True,0.92929,True,10536,0.88276,-27.54923,10,True,Sailfish,10,75,0.97219,0.53391,True
True,0.80186,True,10543,0.98858,-22.21225,0,True,Sailfish,10,100,0.90771,0.99086,True
True,0.91987,True,10533,0.86820,-22.65313,10,True,Sailfish,10,100,0.96497,0.53588,True
True,0.77421,True,10523,0.97529,-6.19581,0,True,Cufflinks,50,50,0.98023,0.98648,False
True,0.80062,True,10593,0.95174,-4.08648,10,True,Cufflinks,50,50,0.98339,0.75854,False
True,0.77452,True,10542,0.97599,-4.99691,0,True,Cufflinks,50,75,0.97202,0.99043,False
True,0.79615,True,10488,0.95269,-1.82088,10,True,Cufflinks,50,75,0.98141,0.75997,False
True,0.75801,True,10579,0.98008,-5.43210,0,True,Cufflinks,50,100,0.96625,0.99125,False
True,0.78605,True,10624,0.94842,-1.30001,10,True,Cufflinks,50,100,0.97713,0.76880,False
True,0.79198,True,10523,0.98823,-17.52111,0,True,Salmon,50,50,0.98461,0.98090,False
True,0.90456,True,10593,0.86634,-15.11562,10,True,Salmon,50,50,0.99056,0.48205,False
True,0.78050,True,10542,0.98709,-14.86712,0,True,Salmon,50,75,0.97885,0.98462,False
True,0.89559,True,10488,0.87013,-14.76517,10,True,Salmon,50,75,0.98846,0.48295,False
True,0.78344,True,10579,0.98915,-16.70210,0,True,Salmon,50,100,0.96966,0.98715,False
True,0.90616,True,10624,0.86975,-17.29812,10,True,Salmon,50,100,0.98918,0.50374,False
True,0.78694,True,10523,0.99007,-21.04513,0,True,RSEM,50,50,0.98232,0.97746,False
True,0.82356,True,10593,0.95435,-16.02658,10,True,RSEM,50,50,0.98905,0.62803,False
True,0.81948,True,10542,0.98916,-25.29336,0,True,RSEM,50,75,0.97505,0.96967,False
True,0.85336,True,10488,0.95360,-20.41130,10,True,RSEM,50,75,0.98541,0.64514,False
True,0.83845,True,10579,0.99092,-26.56863,0,True,RSEM,50,100,0.96739,0.98003,False
True,0.85617,True,10624,0.95516,-21.75369,10,True,RSEM,50,100,0.98334,0.68352,False
True,0.77402,True,10523,0.99032,-16.61046,0,True,Kallisto,50,50,0.98470,0.98519,False
True,0.90683,True,10593,0.86617,-16.34550,10,True,Kallisto,50,50,0.99047,0.48508,False
True,0.76522,True,10542,0.98929,-14.31399,0,True,Kallisto,50,75,0.97875,0.98828,False
True,0.89579,True,10488,0.87015,-14.42180,10,True,Kallisto,50,75,0.98875,0.48348,False
True,0.77257,True,10579,0.99114,-14.12374,0,True,Kallisto,50,100,0.97032,0.98985,False
True,0.90399,True,10624,0.86903,-16.45210,10,True,Kallisto,50,100,0.98927,0.50320,False
True,0.80034,True,10523,0.98955,-16.08732,0,True,Express,50,50,0.97045,0.96705,False
True,0.81233,True,10593,0.95256,-8.71320,10,True,Express,50,50,0.98414,0.61235,False
True,0.77983,True,10542,0.98824,-14.89778,0,True,Express,50,75,0.96614,0.95784,False
True,0.81941,True,10488,0.94959,-8.81442,10,True,Express,50,75,0.98169,0.61200,False
True,0.78155,True,10579,0.98938,-13.39981,0,True,Express,50,100,0.96209,0.96469,False
True,0.81918,True,10624,0.95022,-11.52479,10,True,Express,50,100,0.98099,0.63600,False
True,0.79474,True,10523,0.99015,-22.15630,0,True,Sailfish,50,50,0.98251,0.98573,False
True,0.93071,True,10593,0.86690,-24.73822,10,True,Sailfish,50,50,0.98905,0.48984,False
True,0.81683,True,10542,0.98928,-25.25081,0,True,Sailfish,50,75,0.97467,0.98914,False
True,0.92525,True,10488,0.86997,-25.12993,10,True,Sailfish,50,75,0.98598,0.49118,False
True,0.85812,True,10579,0.99104,-28.92761,0,True,Sailfish,50,100,0.96692,0.98931,False
True,0.93477,True,10624,0.86934,-28.71354,10,True,Sailfish,50,100,0.98720,0.51427,False
True,0.76941,True,10573,0.97468,-7.30928,0,True,Cufflinks,50,50,0.97825,0.98813,True
True,0.79525,True,10491,0.95193,-2.49480,10,True,Cufflinks,50,50,0.98341,0.77166,True
True,0.75720,True,10585,0.97785,-4.22941,0,True,Cufflinks,50,75,0.97317,0.99157,True
True,0.78980,True,10723,0.95761,-0.50056,10,True,Cufflinks,50,75,0.97846,0.78658,True
True,0.76054,True,10574,0.98153,-4.32070,0,True,Cufflinks,50,100,0.96964,0.99158,True
True,0.79086,True,10529,0.95133,1.30853,10,True,Cufflinks,50,100,0.97597,0.78028,True
True,0.79306,True,10573,0.98849,-18.19512,0,True,Salmon,50,50,0.98184,0.98274,True
True,0.90573,True,10491,0.86215,-15.54965,10,True,Salmon,50,50,0.99047,0.47936,True
True,0.78838,True,10585,0.99037,-14.47735,0,True,Salmon,50,75,0.97903,0.98617,True
True,0.89331,True,10723,0.88936,-14.23787,10,True,Salmon,50,75,0.99039,0.49353,True
True,0.78986,True,10574,0.98935,-18.09740,0,True,Salmon,50,100,0.97239,0.98651,True
True,0.89638,True,10529,0.87781,-15.51735,10,True,Salmon,50,100,0.98746,0.49871,True
True,0.82862,True,10573,0.99047,-26.39486,0,True,RSEM,50,50,0.97664,0.98824,True
True,0.85073,True,10491,0.95606,-20.90446,10,True,RSEM,50,50,0.98770,0.65209,True
True,0.81115,True,10585,0.99220,-24.54709,0,True,RSEM,50,75,0.97468,0.98844,True
True,0.80920,True,10723,0.96334,-15.52501,10,True,RSEM,50,75,0.98517,0.67888,True
True,0.84944,True,10574,0.99147,-28.30923,0,True,RSEM,50,100,0.96917,0.98986,True
True,0.91462,True,10529,0.96142,-28.82458,10,True,RSEM,50,100,0.97787,0.71016,True
True,0.77140,True,10573,0.99055,-16.63926,0,True,Kallisto,50,50,0.98222,0.98435,True
True,0.91240,True,10491,0.86225,-17.84700,10,True,Kallisto,50,50,0.99018,0.48053,True
True,0.77024,True,10585,0.99223,-14.14089,0,True,Kallisto,50,75,0.97969,0.98714,True
True,0.88921,True,10723,0.88902,-14.18333,10,True,Kallisto,50,75,0.98993,0.49485,True
True,0.77208,True,10574,0.99150,-18.43633,0,True,Kallisto,50,100,0.97257,0.98910,True
True,0.89572,True,10529,0.87671,-14.94354,10,True,Kallisto,50,100,0.98775,0.49753,True
True,0.78549,True,10573,0.99010,-17.40192,0,True,Express,50,50,0.96680,0.98824,True
True,0.81127,True,10491,0.95468,-8.06853,10,True,Express,50,50,0.98580,0.63176,True
True,0.78602,True,10585,0.99036,-12.88841,0,True,Express,50,75,0.96712,0.98952,True
True,0.80257,True,10723,0.96064,-8.64038,10,True,Express,50,75,0.98032,0.65069,True
True,0.78050,True,10574,0.98996,-13.28793,0,True,Express,50,100,0.96179,0.98856,True
True,0.80625,True,10529,0.95865,-6.66124,10,True,Express,50,100,0.97778,0.65410,True
True,0.82313,True,10573,0.99044,-26.13607,0,True,Sailfish,50,50,0.97787,0.98640,True
True,0.93871,True,10491,0.86368,-29.45248,10,True,Sailfish,50,50,0.98799,0.48973,True
True,0.80765,True,10585,0.99197,-24.67199,0,True,Sailfish,50,75,0.97534,0.98628,True
True,0.91877,True,10723,0.88976,-23.11382,10,True,Sailfish,50,75,0.98946,0.50132,True
True,0.84566,True,10574,0.99122,-28.27814,0,True,Sailfish,50,100,0.96983,0.98856,True
True,0.94453,True,10529,0.87749,-31.67614,10,True,Sailfish,50,100,0.98461,0.51192,True
True,0.77385,True,10524,0.97709,-6.48362,0,True,Cufflinks,30,50,0.97377,0.98980,False
True,0.79425,True,10464,0.94805,0.26630,10,True,Cufflinks,30,50,0.97706,0.76549,False
True,0.77187,True,10608,0.97856,-6.28544,0,True,Cufflinks,30,75,0.95758,0.99209,False
True,0.80186,True,10553,0.94809,-0.88964,10,True,Cufflinks,30,75,0.97631,0.76960,False
True,0.76690,True,10562,0.97474,-6.11352,0,True,Cufflinks,30,100,0.95881,0.99235,False
True,0.79045,True,10623,0.95759,-1.54603,10,True,Cufflinks,30,100,0.96969,0.79529,False
True,0.78706,True,10524,0.98893,-17.92249,0,True,Salmon,30,50,0.97815,0.98454,False
True,0.90434,True,10464,0.86632,-16.75132,10,True,Salmon,30,50,0.98777,0.48768,False
True,0.78676,True,10608,0.98820,-16.71982,0,True,Salmon,30,75,0.96286,0.98570,False
True,0.89245,True,10553,0.86686,-13.48234,10,True,Salmon,30,75,0.98692,0.48224,False
True,0.79237,True,10562,0.98781,-14.91201,0,True,Salmon,30,100,0.96450,0.98524,False
True,0.89560,True,10623,0.88745,-17.24052,10,True,Salmon,30,100,0.98230,0.52766,False
True,0.80245,True,10524,0.99084,-23.61434,0,True,RSEM,30,50,0.97501,0.97832,False
True,0.89039,True,10464,0.95532,-23.59715,10,True,RSEM,30,50,0.98308,0.64146,False
True,0.81071,True,10608,0.99026,-23.50460,0,True,RSEM,30,75,0.96088,0.97541,False
True,0.83502,True,10553,0.95138,-19.19446,10,True,RSEM,30,75,0.98133,0.65482,False
True,0.80619,True,10562,0.98980,-23.10391,0,True,RSEM,30,100,0.96345,0.98189,False
True,0.90897,True,10623,0.96350,-27.97232,10,True,RSEM,30,100,0.97327,0.71447,False
True,0.77471,True,10524,0.99072,-16.53837,0,True,Kallisto,30,50,0.97881,0.98744,False
True,0.90510,True,10464,0.86686,-17.42693,10,True,Kallisto,30,50,0.98739,0.48928,False
True,0.77168,True,10608,0.99062,-15.92351,0,True,Kallisto,30,75,0.96295,0.98874,False
True,0.89245,True,10553,0.86727,-13.99864,10,True,Kallisto,30,75,0.98702,0.48342,False
True,0.77599,True,10562,0.98983,-14.33558,0,True,Kallisto,30,100,0.96544,0.98890,False
True,0.89626,True,10623,0.88760,-17.64714,10,True,Kallisto,30,100,0.98277,0.52701,False
True,0.79456,True,10524,0.99004,-18.10083,0,True,Express,30,50,0.96522,0.96759,False
True,0.81823,True,10464,0.95325,-8.22797,10,True,Express,30,50,0.98079,0.62131,False
True,0.79383,True,10608,0.98905,-15.39206,0,True,Express,30,75,0.95277,0.96090,False
True,0.81456,True,10553,0.94730,-7.94590,10,True,Express,30,75,0.98124,0.62392,False
True,0.79294,True,10562,0.98885,-16.15327,0,True,Express,30,100,0.95768,0.97058,False
True,0.81248,True,10623,0.95964,-11.08974,10,True,Express,30,100,0.97355,0.66479,False
True,0.80226,True,10524,0.99061,-23.85211,0,True,Sailfish,30,50,0.97577,0.98755,False
True,0.94056,True,10464,0.86762,-31.30102,10,True,Sailfish,30,50,0.98528,0.49707,False
True,0.80666,True,10608,0.99050,-23.76528,0,True,Sailfish,30,75,0.96144,0.98798,False
True,0.92921,True,10553,0.86722,-25.82799,10,True,Sailfish,30,75,0.98598,0.49214,False
True,0.80761,True,10562,0.98978,-23.39598,0,True,Sailfish,30,100,0.96336,0.98718,False
True,0.93542,True,10623,0.88764,-29.91784,10,True,Sailfish,30,100,0.98051,0.53916,False
True,0.76651,True,10476,0.97480,-3.93803,0,True,Cufflinks,30,50,0.97165,0.99039,True
True,0.79486,True,10593,0.95126,-3.54674,10,True,Cufflinks,30,50,0.97819,0.77887,True
True,0.77184,True,10519,0.97970,-4.84014,0,True,Cufflinks,30,75,0.96473,0.99474,True
True,0.79478,True,10545,0.95283,-1.59766,10,True,Cufflinks,30,75,0.97430,0.78141,True
True,0.76964,True,10605,0.97691,-7.11983,0,True,Cufflinks,30,100,0.95728,0.99318,True
True,0.78358,True,10586,0.95594,-1.67147,10,True,Cufflinks,30,100,0.96939,0.78984,True
True,0.78971,True,10476,0.98785,-19.13197,0,True,Salmon,30,50,0.97537,0.98548,True
True,0.91353,True,10593,0.85355,-17.96252,10,True,Salmon,30,50,0.98763,0.49157,True
True,0.79694,True,10519,0.98804,-15.57509,0,True,Salmon,30,75,0.97005,0.98841,True
True,0.89891,True,10545,0.86096,-15.68596,10,True,Salmon,30,75,0.98729,0.49731,True
True,0.79406,True,10605,0.98787,-18.70868,0,True,Salmon,30,100,0.96021,0.99145,True
True,0.89203,True,10586,0.87599,-15.13065,10,True,Salmon,30,100,0.98536,0.51280,True
True,0.81892,True,10476,0.99008,-25.65505,0,True,RSEM,30,50,0.97289,0.98783,True
True,0.83008,True,10593,0.95279,-17.21046,10,True,RSEM,30,50,0.98423,0.65192,True
True,0.79523,True,10519,0.99038,-21.74575,0,True,RSEM,30,75,0.96806,0.99131,True
True,0.86354,True,10545,0.95439,-22.01621,10,True,RSEM,30,75,0.98056,0.67513,True
True,0.91014,True,10605,0.99007,-32.70192,0,True,RSEM,30,100,0.95540,0.99188,True
True,0.80210,True,10586,0.96090,-13.71821,10,True,RSEM,30,100,0.97695,0.70373,True
True,0.77348,True,10476,0.99030,-18.84397,0,True,Kallisto,30,50,0.97566,0.98655,True
True,0.91863,True,10593,0.85415,-20.01625,10,True,Kallisto,30,50,0.98754,0.49297,True
True,0.78125,True,10519,0.99037,-14.96906,0,True,Kallisto,30,75,0.97053,0.99002,True
True,0.89986,True,10545,0.86027,-16.22249,10,True,Kallisto,30,75,0.98786,0.49623,True
True,0.77492,True,10605,0.99016,-17.35978,0,True,Kallisto,30,100,0.96049,0.99177,True
True,0.89467,True,10586,0.87545,-14.98043,10,True,Kallisto,30,100,0.98592,0.51118,True
True,0.79353,True,10476,0.98928,-14.76936,0,True,Express,30,50,0.96277,0.98665,True
True,0.82243,True,10593,0.95111,-11.74887,10,True,Express,30,50,0.98084,0.63754,True
True,0.79437,True,10519,0.98921,-14.67140,0,True,Express,30,75,0.95789,0.99131,True
True,0.81498,True,10545,0.95135,-12.32511,10,True,Express,30,75,0.97781,0.64673,True
True,0.80179,True,10605,0.98888,-17.59877,0,True,Express,30,100,0.95248,0.99112,True
True,0.81050,True,10586,0.95707,-10.89507,10,True,Express,30,100,0.97449,0.66677,True
True,0.81940,True,10476,0.99012,-26.29489,0,True,Sailfish,30,50,0.97432,0.98612,True
True,0.93826,True,10593,0.85494,-28.96244,10,True,Sailfish,30,50,0.98631,0.49892,True
True,0.79855,True,10519,0.99048,-22.46681,0,True,Sailfish,30,75,0.96901,0.98959,True
True,0.93419,True,10545,0.86149,-26.33345,10,True,Sailfish,30,75,0.98625,0.50484,True
True,0.90042,True,10605,0.98989,-32.83259,0,True,Sailfish,30,100,0.95662,0.99123,True
True,0.91347,True,10586,0.87639,-22.79733,10,True,Sailfish,30,100,0.98385,0.51961,True
